activity_id,activity_name,user_id,exp_id,window_id,n_nodes,n_edges,mean_degree,sd_degree,max_degree,degree_exp,density,clustering,mean_path,diameter,mean_betw,max_betw,mean_close,degree_entropy,modularity,sw_index
9,sit-to-lie,1,1,2,512,2138,8.3515625,7.7601923067643614,97,1.4195513885469566,0.016343566536203523,0.7528149179480094,3.7644477739726026,8,0.005420485831318824,0.5384947250235061,0.27228966176858527,4.042855049363266,0.8005981784467618,35.96423974184365
12,lie-to-stand,1,1,1,768,4521,11.7734375,11.24995020270016,101,1.377014460226941,0.01534998370273794,0.7231607900933688,4.143555111907866,9,0.004103857848443698,0.5101154519987015,0.24735966654120703,4.68877929767731,0.8066722079141009,30.63400457645985
12,lie-to-stand,1,1,2,512,2138,8.3515625,7.7601923067643614,97,1.4195513885469566,0.016343566536203523,0.7528149179480094,3.7644477739726026,8,0.005420485831318824,0.5384947250235061,0.27228966176858527,4.042855049363266,0.8005981784467618,35.96423974184365
7,stand-to-sit,1,2,1,768,4203,10.9453125,9.548183109078135,86,1.3806585306940187,0.014270290091264667,0.7175788906937626,4.052646946979574,8,0.003985178781957662,0.5087272126266685,0.2516815838859755,4.571516893597346,0.8051783593389696,34.44985223258978
7,stand-to-sit,1,2,2,640,3040,9.5,7.913064413955274,60,1.3993788216434917,0.01486697965571205,0.727277085397794,4.174838615023474,9,0.0049762360737045045,0.5539010232598499,0.24492469705256836,4.285758516466884,0.8092594355955677,33.6307758026881
7,stand-to-sit,1,2,3,512,2448,9.5625,8.288109512759771,55,1.401826046499181,0.0187133072407045,0.725896185984904,3.970447040117417,8,0.005824405961014539,0.4048702323843809,0.257587364086113,4.294194196926789,0.7957001547214746,26.993400430527377
8,sit-to-stand,1,2,1,768,4203,10.9453125,9.548183109078135,86,1.3806585306940187,0.014270290091264667,0.7175788906937626,4.052646946979574,8,0.003985178781957662,0.5087272126266685,0.2516815838859755,4.571516893597346,0.8064842312366641,34.44985223258978
11,stand-to-lie,1,2,1,768,4203,10.9453125,9.548183109078135,86,1.3806585306940187,0.014270290091264667,0.7175788906937626,4.052646946979574,8,0.003985178781957662,0.5087272126266685,0.2516815838859755,4.571516893597346,0.8048685696274525,34.44985223258978
11,stand-to-lie,1,2,2,640,3040,9.5,7.913064413955274,60,1.3993788216434917,0.01486697965571205,0.727277085397794,4.174838615023474,9,0.0049762360737045045,0.5539010232598499,0.24492469705256836,4.285758516466884,0.8084101778912743,33.6307758026881
11,stand-to-lie,1,2,3,512,2448,9.5625,8.288109512759771,55,1.401826046499181,0.0187133072407045,0.725896185984904,3.970447040117417,8,0.005824405961014539,0.4048702323843809,0.257587364086113,4.294194196926789,0.7944205987814514,26.993400430527377
11,stand-to-lie,1,2,4,256,1226,9.578125,7.22154659987164,47,1.39411812004716,0.03756127450980392,0.7282279736769933,3.338419117647059,7,0.009206374478925425,0.27564602781801567,0.30664200790869584,4.241698009954841,0.7462337233779263,14.252556432956808
10,lie-to-sit,1,2,1,768,4203,10.9453125,9.548183109078135,86,1.3806585306940187,0.014270290091264667,0.7175788906937626,4.052646946979574,8,0.003985178781957662,0.5087272126266685,0.2516815838859755,4.571516893597346,0.8058891066615741,34.44985223258978
10,lie-to-sit,1,2,2,640,3040,9.5,7.913064413955274,60,1.3993788216434917,0.01486697965571205,0.727277085397794,4.174838615023474,9,0.0049762360737045045,0.5539010232598499,0.24492469705256836,4.285758516466884,0.8050647074099722,33.6307758026881
9,sit-to-lie,1,2,1,768,4203,10.9453125,9.548183109078135,86,1.3806585306940187,0.014270290091264667,0.7175788906937626,4.052646946979574,8,0.003985178781957662,0.5087272126266685,0.2516815838859755,4.571516893597346,0.7996884724092423,34.44985223258978
9,sit-to-lie,1,2,2,640,3040,9.5,7.913064413955274,60,1.3993788216434917,0.01486697965571205,0.727277085397794,4.174838615023474,9,0.0049762360737045045,0.5539010232598499,0.24492469705256836,4.285758516466884,0.808355912396122,33.6307758026881
9,sit-to-lie,1,2,3,512,2448,9.5625,8.288109512759771,55,1.401826046499181,0.0187133072407045,0.725896185984904,3.970447040117417,8,0.005824405961014539,0.4048702323843809,0.257587364086113,4.294194196926789,0.7954707924836601,26.993400430527377
12,lie-to-stand,1,2,1,768,4203,10.9453125,9.548183109078135,86,1.3806585306940187,0.014270290091264667,0.7175788906937626,4.052646946979574,8,0.003985178781957662,0.5087272126266685,0.2516815838859755,4.571516893597346,0.8082988149192007,34.44985223258978
12,lie-to-stand,1,2,2,640,3040,9.5,7.913064413955274,60,1.3993788216434917,0.01486697965571205,0.727277085397794,4.174838615023474,9,0.0049762360737045045,0.5539010232598499,0.24492469705256836,4.285758516466884,0.8045702042936288,33.6307758026881
12,lie-to-stand,1,2,3,512,2448,9.5625,8.288109512759771,55,1.401826046499181,0.0187133072407045,0.725896185984904,3.970447040117417,8,0.005824405961014539,0.4048702323843809,0.257587364086113,4.294194196926789,0.7944205987814514,26.993400430527377
12,lie-to-stand,1,2,4,256,1226,9.578125,7.22154659987164,47,1.39411812004716,0.03756127450980392,0.7282279736769933,3.338419117647059,7,0.009206374478925425,0.27564602781801567,0.30664200790869584,4.241698009954841,0.7460258163925177,14.252556432956808
7,stand-to-sit,2,3,1,768,4384,11.416666666666666,9.805053287442066,94,1.3733910906944653,0.01488483268144285,0.7264501228629047,4.027226613428944,9,0.003951992967922894,0.3565277032768407,0.25339203551506895,4.628835001723656,0.8388940873248442,33.064308357093864
8,sit-to-stand,2,3,1,768,4384,11.416666666666666,9.805053287442066,94,1.3733910906944653,0.01488483268144285,0.7264501228629047,4.027226613428944,9,0.003951992967922894,0.3565277032768407,0.25339203551506895,4.628835001723656,0.8373269774128882,33.064308357093864
11,stand-to-lie,2,3,1,768,4384,11.416666666666666,9.805053287442066,94,1.3733910906944653,0.01488483268144285,0.7264501228629047,4.027226613428944,9,0.003951992967922894,0.3565277032768407,0.25339203551506895,4.628835001723656,0.8360290998871143,33.064308357093864
11,stand-to-lie,2,3,2,512,2420,9.453125,8.226594623524628,72,1.40110297813107,0.01849926614481409,0.7334523080609803,3.9124036815068495,9,0.005710595453935001,0.4073111392794926,0.26235034419604464,4.2911173601836206,0.7852265897138174,28.14266110773578
11,stand-to-lie,2,3,3,384,1836,9.5625,7.968361065356232,62,1.3987224455773075,0.024967362924281984,0.7260833994422013,3.613631418624891,8,0.006841967064463068,0.29990971150826107,0.2832714243329851,4.3023661693792095,0.7536890785120632,21.209914173653978
11,stand-to-lie,2,3,4,256,1129,8.8203125,6.670900922487686,47,1.4087581763868946,0.03458946078431373,0.7344061658890675,4.0396752450980395,9,0.01196722537440172,0.49762968256327655,0.25480451115104735,4.148148439261224,0.7224995116271954,13.38725875745721
11,stand-to-lie,2,3,5,128,527,8.234375,6.000635629060967,42,1.4151556510397825,0.06483759842519685,0.7634503585184897,3.29810531496063,7,0.01823893107111611,0.5072807982279043,0.313044043126228,3.964824605461949,0.6541916760583159,8.21631078628613
11,stand-to-lie,2,3,6,128,603,9.421875,7.543688371875425,54,1.3997365772872965,0.07418799212598425,0.7425432863452505,2.891609251968504,7,0.015012771841019866,0.6005196533585495,0.3570568131853946,4.138445525490322,0.572664593010624,7.4874886208497795
11,stand-to-lie,2,3,7,128,721,11.265625,9.712792421038001,54,1.378489884268889,0.08870570866141732,0.7313316192023653,2.5668061023622046,5,0.012434969066366704,0.40417504419120287,0.4003585205009042,4.329612735704024,0.4842009383638458,6.4352114951985095
11,stand-to-lie,2,3,8,128,776,12.125,10.68592421730347,80,1.3699811623683391,0.09547244094488189,0.723222559744432,2.4419291338582676,4,0.011443882014748158,0.5613003575433547,0.42156015259490887,4.50333731578561,0.47251468009352743,6.0320778236094545
10,lie-to-sit,2,3,1,768,4384,11.416666666666666,9.805053287442066,94,1.3733910906944653,0.01488483268144285,0.7264501228629047,4.027226613428944,9,0.003951992967922894,0.3565277032768407,0.25339203551506895,4.628835001723656,0.8396225678812137,33.064308357093864
10,lie-to-sit,2,3,2,512,2420,9.453125,8.226594623524628,72,1.40110297813107,0.01849926614481409,0.7334523080609803,3.9124036815068495,9,0.005710595453935001,0.4073111392794926,0.26235034419604464,4.2911173601836206,0.7869264394508572,28.14266110773578
10,lie-to-sit,2,3,3,384,1836,9.5625,7.968361065356232,62,1.3987224455773075,0.024967362924281984,0.7260833994422013,3.613631418624891,8,0.006841967064463068,0.29990971150826107,0.2832714243329851,4.3023661693792095,0.7572498528581125,21.209914173653978
10,lie-to-sit,2,3,4,256,1129,8.8203125,6.670900922487686,47,1.4087581763868946,0.03458946078431373,0.7344061658890675,4.0396752450980395,9,0.01196722537440172,0.49762968256327655,0.25480451115104735,4.148148439261224,0.7224995116271954,13.38725875745721
9,sit-to-lie,2,3,1,768,4384,11.416666666666666,9.805053287442066,94,1.3733910906944653,0.01488483268144285,0.7264501228629047,4.027226613428944,9,0.003951992967922894,0.3565277032768407,0.25339203551506895,4.628835001723656,0.8396225678812137,33.064308357093864
9,sit-to-lie,2,3,2,512,2420,9.453125,8.226594623524628,72,1.40110297813107,0.01849926614481409,0.7334523080609803,3.9124036815068495,9,0.005710595453935001,0.4073111392794926,0.26235034419604464,4.2911173601836206,0.7872711904924526,28.14266110773578
9,sit-to-lie,2,3,3,384,1836,9.5625,7.968361065356232,62,1.3987224455773075,0.024967362924281984,0.7260833994422013,3.613631418624891,8,0.006841967064463068,0.29990971150826107,0.2832714243329851,4.3023661693792095,0.7555164858245403,21.209914173653978
12,lie-to-stand,2,3,1,768,4384,11.416666666666666,9.805053287442066,94,1.3733910906944653,0.01488483268144285,0.7264501228629047,4.027226613428944,9,0.003951992967922894,0.3565277032768407,0.25339203551506895,4.628835001723656,0.8399774166344771,33.064308357093864
12,lie-to-stand,2,3,2,512,2420,9.453125,8.226594623524628,72,1.40110297813107,0.01849926614481409,0.7334523080609803,3.9124036815068495,9,0.005710595453935001,0.4073111392794926,0.26235034419604464,4.2911173601836206,0.7870560412540127,28.14266110773578
7,stand-to-sit,2,4,1,768,4465,11.627604166666666,11.259502421244523,151,1.3716425009010962,0.01515984897870491,0.7309102010064661,3.762698283355063,9,0.0036066557223956444,0.5555742624054681,0.2724017796938866,4.602376182882543,0.7922376979593679,34.6992803723974
8,sit-to-stand,2,4,1,768,4465,11.627604166666666,11.259502421244523,151,1.3716425009010962,0.01515984897870491,0.7309102010064661,3.762698283355063,9,0.0036066557223956444,0.5555742624054681,0.2724017796938866,4.602376182882543,0.7922872058275827,34.6992803723974
11,stand-to-lie,2,4,1,768,4465,11.627604166666666,11.259502421244523,151,1.3716425009010962,0.01515984897870491,0.7309102010064661,3.762698283355063,9,0.0036066557223956444,0.5555742624054681,0.2724017796938866,4.602376182882543,0.7855193999867076,34.6992803723974
11,stand-to-lie,2,4,2,256,1198,9.359375,7.1819319865077755,69,1.3946925923463267,0.03670343137254902,0.7338346393181696,3.731188725490196,10,0.010752711517677939,0.6204064790947902,0.2787784522390871,4.175478710835417,0.7545902882098989,13.286618349742461
11,stand-to-lie,2,4,3,128,625,9.765625,7.622474410697111,59,1.3917957096821463,0.07689468503937008,0.7419175352699097,2.7994586614173227,6,0.014281417947756532,0.5537595261594179,0.36733825279801735,4.216192786391536,0.6143398400000001,7.338198876549213
10,lie-to-sit,2,4,1,768,4465,11.627604166666666,11.259502421244523,151,1.3716425009010962,0.01515984897870491,0.7309102010064661,3.762698283355063,9,0.0036066557223956444,0.5555742624054681,0.2724017796938866,4.602376182882543,0.7909728396424097,34.6992803723974
9,sit-to-lie,2,4,1,768,4465,11.627604166666666,11.259502421244523,151,1.3716425009010962,0.01515984897870491,0.7309102010064661,3.762698283355063,9,0.0036066557223956444,0.5555742624054681,0.2724017796938866,4.602376182882543,0.7866104290054913,34.6992803723974
12,lie-to-stand,2,4,1,768,4465,11.627604166666666,11.259502421244523,151,1.3716425009010962,0.01515984897870491,0.7309102010064661,3.762698283355063,9,0.0036066557223956444,0.5555742624054681,0.2724017796938866,4.602376182882543,0.7909728396424097,34.6992803723974
12,lie-to-stand,2,4,2,256,1198,9.359375,7.1819319865077755,69,1.3946925923463267,0.03670343137254902,0.7338346393181696,3.731188725490196,10,0.010752711517677939,0.6204064790947902,0.2787784522390871,4.175478710835417,0.7516659652565071,13.286618349742461
7,stand-to-sit,3,5,1,640,3606,11.26875,10.836657128246697,103,1.3845548136163064,0.017634976525821598,0.727513944927584,4.110392214397496,9,0.004875222906579144,0.5315712062200125,0.24880484303067757,4.578723202909377,0.7750294618970232,26.775294265780044
11,stand-to-lie,3,5,1,640,3606,11.26875,10.836657128246697,103,1.3845548136163064,0.017634976525821598,0.727513944927584,4.110392214397496,9,0.004875222906579144,0.5315712062200125,0.24880484303067757,4.578723202909377,0.7761170757802135,26.775294265780044
11,stand-to-lie,3,5,2,384,1831,9.536458333333334,7.90139783107669,54,1.4002721622312662,0.02489936901653612,0.733774716591438,3.950935596170583,8,0.007724962293640265,0.5046159940274089,0.25954721970119443,4.293032059739563,0.740782643477628,19.681955243313244
11,stand-to-lie,3,5,3,256,1108,8.65625,6.993484362562897,39,1.4163133562181913,0.033946078431372546,0.7405605033972857,3.6362132352941177,8,0.010378792264937474,0.46572373578160553,0.2822510021808052,4.067585341780791,0.6790343286110857,15.414481876650363
10,lie-to-sit,3,5,1,640,3606,11.26875,10.836657128246697,103,1.3845548136163064,0.017634976525821598,0.727513944927584,4.110392214397496,9,0.004875222906579144,0.5315712062200125,0.24880484303067757,4.578723202909377,0.7778634487599856,26.775294265780044
10,lie-to-sit,3,5,2,384,1831,9.536458333333334,7.90139783107669,54,1.4002721622312662,0.02489936901653612,0.733774716591438,3.950935596170583,8,0.007724962293640265,0.5046159940274089,0.25954721970119443,4.293032059739563,0.7411957604947382,19.681955243313244
10,lie-to-sit,3,5,3,256,1108,8.65625,6.993484362562897,39,1.4163133562181913,0.033946078431372546,0.7405605033972857,3.6362132352941177,8,0.010378792264937474,0.46572373578160553,0.2822510021808052,4.067585341780791,0.6863250042356867,15.414481876650363
9,sit-to-lie,3,5,1,640,3606,11.26875,10.836657128246697,103,1.3845548136163064,0.017634976525821598,0.727513944927584,4.110392214397496,9,0.004875222906579144,0.5315712062200125,0.24880484303067757,4.578723202909377,0.7747350351866258,26.775294265780044
12,lie-to-stand,3,5,1,640,3606,11.26875,10.836657128246697,103,1.3845548136163064,0.017634976525821598,0.727513944927584,4.110392214397496,9,0.004875222906579144,0.5315712062200125,0.24880484303067757,4.578723202909377,0.7761170757802135,26.775294265780044
12,lie-to-stand,3,5,2,384,1831,9.536458333333334,7.90139783107669,54,1.4002721622312662,0.02489936901653612,0.733774716591438,3.950935596170583,8,0.007724962293640265,0.5046159940274089,0.25954721970119443,4.293032059739563,0.7329978485104371,19.681955243313244
7,stand-to-sit,3,6,1,768,4181,10.888020833333334,9.54276518597262,118,1.3781892266810467,0.014195594306823121,0.7308529866731862,3.9581058507170797,7,0.003861756985270343,0.4214966940308158,0.2573691214798484,4.524163334314496,0.8216001866280308,36.193606443875126
7,stand-to-sit,3,6,2,768,4351,11.330729166666666,9.78557560647414,113,1.3753869681436959,0.01477278900478053,0.7195594256193767,3.9286451542807477,8,0.0038232965460584176,0.31987357618188017,0.2598414525195605,4.611391236488095,0.8281817672317778,33.9324103900483
8,sit-to-stand,3,6,1,768,4181,10.888020833333334,9.54276518597262,118,1.3781892266810467,0.014195594306823121,0.7308529866731862,3.9581058507170797,7,0.003861756985270343,0.4214966940308158,0.2573691214798484,4.524163334314496,0.8230515250451625,36.193606443875126
8,sit-to-stand,3,6,2,768,4351,11.330729166666666,9.78557560647414,113,1.3753869681436959,0.01477278900478053,0.7195594256193767,3.9286451542807477,8,0.0038232965460584176,0.31987357618188017,0.2598414525195605,4.611391236488095,0.8281817672317778,33.9324103900483
11,stand-to-lie,3,6,1,768,4181,10.888020833333334,9.54276518597262,118,1.3781892266810467,0.014195594306823121,0.7308529866731862,3.9581058507170797,7,0.003861756985270343,0.4214966940308158,0.2573691214798484,4.524163334314496,0.8271245170619287,36.193606443875126
11,stand-to-lie,3,6,2,768,4351,11.330729166666666,9.78557560647414,113,1.3753869681436959,0.01477278900478053,0.7195594256193767,3.9286451542807477,8,0.0038232965460584176,0.31987357618188017,0.2598414525195605,4.611391236488095,0.8281817672317778,33.9324103900483
11,stand-to-lie,3,6,3,128,497,7.765625,5.597362110711187,28,1.4314531454786903,0.06114665354330709,0.731648517013065,3.390255905511811,8,0.018970284964379452,0.3079746293533732,0.3048259880275131,3.900108973271375,0.6446505997757166,8.354665194492691
10,lie-to-sit,3,6,1,768,4181,10.888020833333334,9.54276518597262,118,1.3781892266810467,0.014195594306823121,0.7308529866731862,3.9581058507170797,7,0.003861756985270343,0.4214966940308158,0.2573691214798484,4.524163334314496,0.8250292707508559,36.193606443875126
10,lie-to-sit,3,6,2,768,4351,11.330729166666666,9.78557560647414,113,1.3753869681436959,0.01477278900478053,0.7195594256193767,3.9286451542807477,8,0.0038232965460584176,0.31987357618188017,0.2598414525195605,4.611391236488095,0.8281690897476605,33.9324103900483
9,sit-to-lie,3,6,1,768,4181,10.888020833333334,9.54276518597262,118,1.3781892266810467,0.014195594306823121,0.7308529866731862,3.9581058507170797,7,0.003861756985270343,0.4214966940308158,0.2573691214798484,4.524163334314496,0.8238695100287682,36.193606443875126
9,sit-to-lie,3,6,2,768,4351,11.330729166666666,9.78557560647414,113,1.3753869681436959,0.01477278900478053,0.7195594256193767,3.9286451542807477,8,0.0038232965460584176,0.31987357618188017,0.2598414525195605,4.611391236488095,0.8278262166251363,33.9324103900483
12,lie-to-stand,3,6,1,768,4181,10.888020833333334,9.54276518597262,118,1.3781892266810467,0.014195594306823121,0.7308529866731862,3.9581058507170797,7,0.003861756985270343,0.4214966940308158,0.2573691214798484,4.524163334314496,0.8238695100287682,36.193606443875126
12,lie-to-stand,3,6,2,768,4351,11.330729166666666,9.78557560647414,113,1.3753869681436959,0.01477278900478053,0.7195594256193767,3.9286451542807477,8,0.0038232965460584176,0.31987357618188017,0.2598414525195605,4.611391236488095,0.8281690897476605,33.9324103900483
7,stand-to-sit,4,7,1,768,4262,11.098958333333334,10.196663255553426,107,1.3821737387261341,0.014470610604085181,0.7228945471059638,4.033222647761843,9,0.0039598206889841295,0.3719225577278941,0.2537536014940543,4.569815478428433,0.7937019024430098,34.190269287156795
7,stand-to-sit,4,7,2,640,2624,8.2,6.39081892328144,66,1.4163965725291832,0.012832550860719874,0.7514648074181083,4.326716549295774,8,0.005214289262219086,0.3965996250493551,0.2361359941797467,4.000798151031032,0.8246915636851204,41.561861556604796
7,stand-to-sit,4,7,3,512,1994,7.7890625,5.90286983671482,59,1.4263215691911622,0.015242783757338552,0.7464461148704687,4.471677776418787,10,0.006807211326311334,0.527828235994153,0.2290936068965825,3.9596062761568493,0.828844985306974,33.28141800739109
8,sit-to-stand,4,7,1,768,4262,11.098958333333334,10.196663255553426,107,1.3821737387261341,0.014470610604085181,0.7228945471059638,4.033222647761843,9,0.0039598206889841295,0.3719225577278941,0.2537536014940543,4.569815478428433,0.7949054768152902,34.190269287156795
11,stand-to-lie,4,7,1,768,4262,11.098958333333334,10.196663255553426,107,1.3821737387261341,0.014470610604085181,0.7228945471059638,4.033222647761843,9,0.0039598206889841295,0.3719225577278941,0.2537536014940543,4.569815478428433,0.7949031646312474,34.190269287156795
11,stand-to-lie,4,7,2,640,2624,8.2,6.39081892328144,66,1.4163965725291832,0.012832550860719874,0.7514648074181083,4.326716549295774,8,0.005214289262219086,0.3965996250493551,0.2361359941797467,4.000798151031032,0.8239879710272902,41.561861556604796
11,stand-to-lie,4,7,3,512,1994,7.7890625,5.90286983671482,59,1.4263215691911622,0.015242783757338552,0.7464461148704687,4.471677776418787,10,0.006807211326311334,0.527828235994153,0.2290936068965825,3.9596062761568493,0.828844985306974,33.28141800739109
11,stand-to-lie,4,7,4,128,471,7.359375,4.783064571267399,26,1.4349879385776114,0.05794783464566929,0.7499280040878405,3.388656496062992,6,0.018957591238595157,0.5395770999070825,0.3026065694452321,3.8013974238471273,0.7062851321441933,9.28374522411364
11,stand-to-lie,4,7,5,128,473,7.390625,4.826492466331948,24,1.4357127136264036,0.058193897637795276,0.7360973796058475,3.4366387795275593,8,0.01933840301212349,0.49011008912087223,0.29926158159757377,3.853532352747303,0.6955826021660134,8.928352860864758
11,stand-to-lie,4,7,6,128,464,7.25,4.727203897962662,25,1.436330858233197,0.05708661417322835,0.757107111020859,3.9434055118110236,9,0.023360361204849394,0.5074929649760935,0.2623405808053775,3.8177659952191965,0.6726669329667062,8.237402818550937
10,lie-to-sit,4,7,1,768,4262,11.098958333333334,10.196663255553426,107,1.3821737387261341,0.014470610604085181,0.7228945471059638,4.033222647761843,9,0.0039598206889841295,0.3719225577278941,0.2537536014940543,4.569815478428433,0.792182467214882,34.190269287156795
10,lie-to-sit,4,7,2,640,2624,8.2,6.39081892328144,66,1.4163965725291832,0.012832550860719874,0.7514648074181083,4.326716549295774,8,0.005214289262219086,0.3965996250493551,0.2361359941797467,4.000798151031032,0.824852339218657,41.561861556604796
10,lie-to-sit,4,7,3,512,1994,7.7890625,5.90286983671482,59,1.4263215691911622,0.015242783757338552,0.7464461148704687,4.471677776418787,10,0.006807211326311334,0.527828235994153,0.2290936068965825,3.9596062761568493,0.8291382422090744,33.28141800739109
9,sit-to-lie,4,7,1,768,4262,11.098958333333334,10.196663255553426,107,1.3821737387261341,0.014470610604085181,0.7228945471059638,4.033222647761843,9,0.0039598206889841295,0.3719225577278941,0.2537536014940543,4.569815478428433,0.7938862991204232,34.190269287156795
9,sit-to-lie,4,7,2,640,2624,8.2,6.39081892328144,66,1.4163965725291832,0.012832550860719874,0.7514648074181083,4.326716549295774,8,0.005214289262219086,0.3965996250493551,0.2361359941797467,4.000798151031032,0.8273723904112135,41.561861556604796
9,sit-to-lie,4,7,3,512,1994,7.7890625,5.90286983671482,59,1.4263215691911622,0.015242783757338552,0.7464461148704687,4.471677776418787,10,0.006807211326311334,0.527828235994153,0.2290936068965825,3.9596062761568493,0.826868519299121,33.28141800739109
12,lie-to-stand,4,7,1,768,4262,11.098958333333334,10.196663255553426,107,1.3821737387261341,0.014470610604085181,0.7228945471059638,4.033222647761843,9,0.0039598206889841295,0.3719225577278941,0.2537536014940543,4.569815478428433,0.7938918043205252,34.190269287156795
12,lie-to-stand,4,7,2,640,2624,8.2,6.39081892328144,66,1.4163965725291832,0.012832550860719874,0.7514648074181083,4.326716549295774,8,0.005214289262219086,0.3965996250493551,0.2361359941797467,4.000798151031032,0.824852339218657,41.561861556604796
7,stand-to-sit,4,8,1,768,4001,10.419270833333334,8.059993011315816,73,1.3821488085177673,0.013584446979574099,0.7238774949118348,4.833319752281617,10,0.005004333880263212,0.4838606238005387,0.21106095544242423,4.462816765853799,0.8469030268051583,31.253553353730087
7,stand-to-sit,4,8,2,640,3176,9.925,8.24093374839183,76,1.3914901654426142,0.0155320813771518,0.7230303680986555,4.009942292644758,8,0.004717777888157926,0.39927942982907005,0.2544927692884725,4.361994977061093,0.8058717498683451,32.6833470042222
8,sit-to-stand,4,8,1,768,4001,10.419270833333334,8.059993011315816,73,1.3821488085177673,0.013584446979574099,0.7238774949118348,4.833319752281617,10,0.005004333880263212,0.4838606238005387,0.21106095544242423,4.462816765853799,0.8455706930553042,31.253553353730087
11,stand-to-lie,4,8,1,768,4001,10.419270833333334,8.059993011315816,73,1.3821488085177673,0.013584446979574099,0.7238774949118348,4.833319752281617,10,0.005004333880263212,0.4838606238005387,0.21106095544242423,4.462816765853799,0.8435342114234001,31.253553353730087
11,stand-to-lie,4,8,2,640,3176,9.925,8.24093374839183,76,1.3914901654426142,0.0155320813771518,0.7230303680986555,4.009942292644758,8,0.004717777888157926,0.39927942982907005,0.2544927692884725,4.361994977061093,0.8046408061246502,32.6833470042222
11,stand-to-lie,4,8,3,384,1560,8.125,5.871558210769464,42,1.4169521056906444,0.02121409921671018,0.7428457563657417,4.354860204525674,9,0.008782356556349935,0.5204873617504324,0.2346000385264748,3.975149661733142,0.8034894806048651,22.839727587288326
11,stand-to-lie,4,8,4,128,498,7.78125,4.868244360095979,27,1.4192048355018998,0.06126968503937008,0.7420474871277376,3.4293799212598426,6,0.019280793025871757,0.4838779271895239,0.29778665881230565,3.8491671911701455,0.6937952613667522,8.351730959199008
11,stand-to-lie,4,8,5,128,488,7.625,5.092838881607757,32,1.4274512460532027,0.060039370078740155,0.7338890725155214,3.5237450787401574,9,0.020029722847144115,0.606309224681888,0.29301926192545125,3.8621675623932297,0.6923290110185435,8.285351819393977
11,stand-to-lie,4,8,6,128,472,7.375,5.471472185254691,35,1.4340277220547921,0.058070866141732284,0.7488810673017572,3.3356299212598426,7,0.018536745406824148,0.5234912181216322,0.31058095502336364,3.705861175780543,0.6549864442688882,9.388232978627986
10,lie-to-sit,4,8,1,768,4001,10.419270833333334,8.059993011315816,73,1.3821488085177673,0.013584446979574099,0.7238774949118348,4.833319752281617,10,0.005004333880263212,0.4838606238005387,0.21106095544242423,4.462816765853799,0.8469030268051583,31.253553353730087
