exp_id,user_id,activity_id,activity_name,window_id,acc_mean,acc_sd,acc_median,acc_iqr,acc_max,acc_min,acc_rms,acc_entropy,acc_zcr,gyro_mean,gyro_sd,gyro_rms,gyro_entropy,gyro_zcr
1,1,11,stand-to-lie,5,0.1110412084645655,0.06573201187229989,0.09092012779680315,0.06806457322528867,0.3008086705438075,0.007216163260177004,0.1289072996914165,2.19593334866239,0.15625,0.26552407211343126,0.2431676141996306,0.3594044581319024,2.7486990791297137,0.1015625
1,1,12,lie-to-stand,1,0.21169236455455545,0.10247037312682059,0.19237253297073778,0.10977371141706577,0.5284923553018801,0.024934244372508834,0.2350144717751553,2.892868826439386,0.125,0.42880373474123296,0.2611285717047609,0.5015257262748031,2.1025554981053602,0.140625
1,1,12,lie-to-stand,2,0.18129863115070058,0.07551032089981664,0.18828877783910902,0.08915548353022756,0.46532964246694686,0.024934244372508834,0.19628157539646293,2.630543448357435,0.1171875,0.44880616202010615,0.1491813145555976,0.47276650472243537,2.5265117669019785,0.1796875
2,1,7,stand-to-sit,1,0.21453569706989825,0.1155219265173126,0.18622960884037387,0.12093679939064172,0.5723617658217744,0.016278293280052612,0.24344736709635162,3.0646286066998267,0.1640625,0.4901015775219374,0.27476186225867866,0.5613411081810349,3.2557178779903437,0.1328125
2,1,7,stand-to-sit,2,0.14349774133692159,0.07592795147419912,0.13213607320392845,0.10327539280867458,0.43157341564846136,0.016278293280052612,0.16220855742203052,2.491759717870581,0.140625,0.41651876487202477,0.296521135095871,0.5106131144785744,2.2789314498088973,0.0625
2,1,7,stand-to-sit,3,0.13294392152938558,0.07683203080004114,0.10949819189554862,0.09776682201007184,0.37989396106850964,0.016278293280052612,0.15339859446388174,2.434327319835688,0.09375,0.28192849615470666,0.21706232581488075,0.3552909175111378,2.7716207209649633,0.0546875
2,1,8,sit-to-stand,1,0.2462551856785819,0.10670124723870328,0.2233921787261416,0.15564348869833855,0.5405864048713529,0.05721054850497164,0.26821227806230236,3.033814085010524,0.0859375,0.4141676030559039,0.23750943946410252,0.4769746622175464,3.0214575998439037,0.125
2,1,9,sit-to-lie,1,0.2279958622718232,0.08545585410398272,0.21856842774040702,0.11645609345946029,0.47489877831100136,0.05733987048450362,0.24336754887725034,2.724825087769096,0.1484375,0.5410223943083835,0.29087748181098755,0.6137213758807794,3.3678027408606406,0.03125
2,1,9,sit-to-lie,2,0.18305098649311294,0.061941418197070275,0.18185267398198632,0.09039820859136735,0.35586187289756155,0.05733987048450362,0.1931694293067011,2.343720168356811,0.1875,0.5036537033945536,0.28393559359202863,0.577630188808146,3.2930680833823867,0.09375
2,1,9,sit-to-lie,3,0.1495092844740381,0.05411309990313514,0.14834015552236604,0.06325161862675217,0.29208793420576323,0.013752146045610553,0.15892884240152252,3.290565811537328,0.234375,0.35036087908356506,0.19163451690641273,0.3989857504571638,2.705472463002284,0.1875
2,1,10,lie-to-sit,1,0.2161117522863972,0.10151128486660092,0.1960222026980974,0.14440837152233443,0.4927945077094105,0.01539910757368347,0.23859657626494196,2.949252697014229,0.109375,0.5213042106210662,0.3238596412660939,0.6130446416570621,3.381930496593158,0.1171875
2,1,10,lie-to-sit,2,0.21240431060280318,0.10191047726120385,0.19087035014817016,0.11088421147121408,0.48048904085188987,0.01539910757368347,0.235414948341246,2.888085456349068,0.1015625,0.676890111109091,0.3555340567357446,0.7639353069007496,3.634671020321687,0.03125
2,1,11,stand-to-lie,1,0.2102077545650065,0.12161449521387924,0.2026118183800067,0.200082199202435,0.5628513930121859,0.008422101717153662,0.24261458732491914,3.0757180925519854,0.1171875,0.5541475517180687,0.3790572174012614,0.6705530172676445,3.447448251475974,0.1015625
2,1,11,stand-to-lie,2,0.1442107337370654,0.07647699849953872,0.12449994737433726,0.10927365934981947,0.34801685516882946,0.008422101717153662,0.16309437087528153,2.524675668190735,0.171875,0.41275990036138377,0.23304772468871868,0.47355851882416744,2.8951220244735176,0.109375
2,1,11,stand-to-lie,3,0.12963775728489002,0.062217822236950396,0.11847401237473212,0.07501603691830462,0.34801685516882946,0.008422101717153662,0.14368981481579263,2.2755114066678543,0.171875,0.3524373370317783,0.14860744404602447,0.38226131946989655,3.40676508069453,0.21875
2,1,11,stand-to-lie,4,0.11877378553605589,0.04906809838317919,0.11338014672358213,0.05552618884843896,0.25377963622426336,0.016906775845807073,0.1284370679475054,3.2575468586687775,0.2109375,0.38853878341736076,0.17801636387359981,0.4270885566976774,2.799162830434727,0.1875
2,1,12,lie-to-stand,1,0.2222082337972054,0.11204244521798036,0.20210539873900996,0.11847712770278346,0.5414863261024333,0.013817259846392217,0.24866027910482846,3.0394954102984775,0.0703125,0.6388301182165914,0.31492563029720666,0.7116932227030043,3.3709719128883187,0.078125
2,1,12,lie-to-stand,2,0.15213881552610947,0.06130472544613599,0.15788324112829397,0.09293557208782786,0.28926833376854727,0.013817259846392217,0.16393635067404316,3.581116602278222,0.203125,0.6420068844453678,0.24267873108496818,0.6860070735023894,3.1553466847262883,0.140625
2,1,12,lie-to-stand,3,0.17557307569828376,0.07201361359149872,0.1751256720060454,0.0908788464746149,0.38221429183880623,0.026871532092706523,0.18966114556208566,2.5563694420280916,0.234375,0.6500324351772798,0.2821870330847868,0.7082016540406251,3.4092145296132603,0.1484375
2,1,12,lie-to-stand,4,0.19738121435468714,0.10542946694495711,0.19305685025729702,0.12537055092321747,0.6616154637097519,0.026871532092706523,0.22357968922236693,2.873178262457447,0.140625,0.590685597075943,0.27200003143190554,0.6498580549307174,3.294423997006895,0.140625
3,2,7,stand-to-sit,1,0.24998993886202994,0.15196840458689542,0.19604462721906568,0.23537783489031916,0.776503803378234,0.046468323433439145,0.29224808050051404,2.414716457446947,0.0703125,0.49808167236041684,0.6916232526843704,0.850112359318763,1.1946629920909133,0.0859375
3,2,8,sit-to-stand,1,0.2552011959975438,0.1526230498038148,0.22023761603918252,0.22096205342154748,0.6284594805100995,0.023357077079696864,0.29705128007461573,3.324237161773791,0.0546875,0.5608444596518888,0.4016571722277043,0.6889227918590802,2.6522111608658663,0.078125
3,2,9,sit-to-lie,1,0.242355607670581,0.11235051932562584,0.22957356901182935,0.14535354434956724,0.546379594750041,0.04489431472459891,0.2669461844518875,3.0864467807280693,0.1328125,0.561144279805264,0.2772576878660004,0.6254231904098217,3.335999885751308,0.125
3,2,9,sit-to-lie,2,0.18767011873677344,0.08350525376084904,0.17833278660950547,0.12484014207997293,0.41133441425676304,0.04489431472459891,0.2052771865417141,2.7214678793099654,0.140625,0.5844531968118666,0.2623586140752262,0.6402185808862425,3.2945866227463427,0.125
3,2,9,sit-to-lie,3,0.16967286395539857,0.08509189451575655,0.15155704217918137,0.11078220388492638,0.41133441425676304,0.03393952315923804,0.18966534699103746,2.7019923071322043,0.15625,0.5160073921292471,0.26613388238115016,0.5801185518879814,3.2868289021706056,0.1640625
3,2,10,lie-to-sit,1,0.23839247737179609,0.1403734512133765,0.2214678905784926,0.17201761114157624,0.6435136999140589,0.02687309529181221,0.2763724589370486,3.203399929008679,0.0546875,0.36848926754760164,0.1953633516650432,0.4167169315500895,2.696721709882728,0.15625
3,2,10,lie-to-sit,2,0.17382752437471605,0.07843816129660058,0.16259792103704918,0.1347943790995788,0.3663869345922351,0.02687309529181221,0.19057934468055157,2.612055813701291,0.140625,0.3908525275375346,0.19822714194244892,0.4378957795088834,2.7615582427942744,0.09375
3,2,10,lie-to-sit,3,0.19478746116326123,0.07966882372084526,0.19812320683628998,0.11209518123719875,0.3663869345922351,0.02470585626487936,0.2103323313544159,2.680169696552136,0.1171875,0.5970305172800427,0.33185315144993494,0.6824306479777339,3.523996685379562,0.1015625
3,2,10,lie-to-sit,4,0.16698403523910385,0.07815633452775918,0.16324506067825406,0.1071828656886348,0.3663869345922351,0.02470585626487936,0.18423994864822962,2.635105016263719,0.1640625,0.6981502301850824,0.29664169492166415,0.7581045891019897,3.3749231719503316,0.0625
3,2,11,stand-to-lie,1,0.24647844456647058,0.12822834745885228,0.23445439189435022,0.18886051826549372,0.6233864060713015,0.0458780426401496,0.27760705255027907,3.201481622974138,0.1328125,0.9210446448515914,0.42844157135370636,1.015111490597007,2.9850724256374366,0.0859375
3,2,11,stand-to-lie,2,0.19238808893197057,0.0942298723814565,0.1664209888905913,0.11313178012459121,0.5379655925626254,0.0458780426401496,0.21406325309131968,2.752908027176998,0.1484375,0.7031940244129671,0.42216493660367177,0.819336744357547,2.9138552876213732,0.09375
3,2,11,stand-to-lie,3,0.19318498744865534,0.09104148662010507,0.1727391499113124,0.10166735003643099,0.5379655925626254,0.04650111787965255,0.21341095882545846,2.692093196456482,0.1328125,0.5141556541579713,0.2881190707134018,0.5888294317392695,2.431957257871649,0.1640625
3,2,11,stand-to-lie,4,0.17130853823458325,0.06634717247170759,0.16380418148760914,0.06828894417666428,0.4369757890498809,0.028696185956942125,0.18361419431465006,2.3375186770918646,0.2265625,0.45899386189182606,0.19432889775059145,0.4981405993180226,2.9019557423838322,0.1484375
3,2,11,stand-to-lie,5,0.18235507335943635,0.08437916543974801,0.17612056426161163,0.1011237456731135,0.519974948774763,0.028696185956942125,0.20079241161562572,2.637446812545659,0.1875,0.5094431291682197,0.20238514438754537,0.5478795948971135,2.9979226279109605,0.25
3,2,11,stand-to-lie,6,0.15644398257275977,0.09625364447095652,0.13681633694030426,0.12807986423052328,0.519974948774763,0.018276826416802432,0.18348597436272776,2.70526127999059,0.171875,0.45250642375089756,0.18356055101078683,0.4880505110440315,2.8453785528516873,0.1640625
3,2,11,stand-to-lie,7,0.1565047702595761,0.08819709591254535,0.14804116748141194,0.12514998968287802,0.519974948774763,0.018276826416802432,0.17947618095736004,2.6619818164724296,0.1171875,0.4807496484379371,0.28126813950445023,0.556429627265905,3.2112985724040692,0.09375
3,2,11,stand-to-lie,8,0.173151951538419,0.1331218924794263,0.14922028271018262,0.13563668374670154,0.8391691556868247,0.014584191795625142,0.21809307151416285,2.093878132820093,0.140625,0.47460184638888336,0.31110259213362174,0.5668117888678912,3.160660159293102,0.0859375
3,2,12,lie-to-stand,1,0.2568409370621812,0.10955514152281595,0.22977414930233864,0.1410843959351139,0.5816190783529465,0.07351483154241104,0.2790624084133955,2.961401808822322,0.1171875,0.6348542279831231,0.22671450034543777,0.673823268474174,3.1181597866440267,0.1015625
3,2,12,lie-to-stand,2,0.22007299470145383,0.08673394744321136,0.21301245914431732,0.09971604413606855,0.5149857453496719,0.042994967912288885,0.23642362178014817,2.7338429143471816,0.1640625,0.8692762416072513,0.451688182068777,0.978810234160816,2.8491316979846038,0.1328125
4,2,7,stand-to-sit,1,0.2785355230257742,0.11727169110388715,0.27667107350173414,0.14945400370391934,0.5742479279781413,0.026102504700953915,0.30203848189778715,3.193617847528945,0.1328125,0.6488203017687334,0.3084018173813506,0.7178693508876515,2.6001879788864954,0.109375
4,2,8,sit-to-stand,1,0.24960790737305602,0.12780972210128236,0.20203172738936304,0.14998152818821825,0.637696111116459,0.048306713170699685,0.28019959450310367,2.8874330558599035,0.03125,0.41735917144518786,0.2787078951154107,0.5012583253220879,2.85146983023491,0.0625
4,2,9,sit-to-lie,1,0.25744178749596647,0.12009003342776924,0.23010834899621485,0.17595223167464707,0.6031332278554529,0.05692279174787878,0.28387536209011827,3.1334318052639056,0.0625,0.6206895040451698,0.19731904750459905,0.6510653490734369,2.978117443518852,0.203125
4,2,10,lie-to-sit,1,0.21591123025090322,0.12027350338063762,0.18190053158304495,0.1239655807614774,0.706572889897483,0.06378805041378735,0.2469217721479114,2.821038290162215,0.1328125,0.6134370243164153,0.21920877435771877,0.6511390477500293,3.1185356688623598,0.1328125
4,2,11,stand-to-lie,1,0.21867200379055007,0.1509240095764529,0.18161224893618194,0.15993921525491098,0.9964499074452937,0.03694750695017642,0.26536305006669547,2.30215719857483,0.1484375,0.555950872079342,0.3102452230773987,0.6360672142856013,2.348362749995987,0.1484375
4,2,11,stand-to-lie,2,0.18415968416909584,0.10079332113842689,0.17429307564758034,0.1229590060790747,0.6560396370160646,0.03694750695017642,0.2097491677652945,2.8410050232931257,0.2109375,0.4981858943475856,0.2297277267128503,0.5482259665507658,3.0253383902669997,0.125
4,2,11,stand-to-lie,3,0.21848599897534293,0.1084175400886248,0.19301849175575042,0.1321172508238448,0.6560396370160646,0.03694750695017642,0.2437184108478337,2.9799811077881126,0.1640625,0.48281927206567066,0.26129792644174543,0.5485049178025397,3.250552554922565,0.15625
4,2,12,lie-to-stand,1,0.1990203063383254,0.1297014011725142,0.1575494656561337,0.128818126031827,0.7521198433128264,0.008577746832765442,0.237276442959284,2.174398868833952,0.1328125,0.6651299886191894,0.28103964725247527,0.7216398881626211,3.3996067102446164,0.0859375
4,2,12,lie-to-stand,2,0.1857264894040354,0.09976787175056587,0.16657917563131197,0.11928722828362714,0.48898590379601814,0.008577746832765442,0.21064233757582862,2.860320239039461,0.1796875,0.7039785896567179,0.2648547100538518,0.7517884281807876,3.3876816904517377,0.125
5,3,7,stand-to-sit,1,0.29906943526954644,0.10319974118327085,0.2881409445345674,0.12189569233211478,0.6129808692586268,0.07681324906952192,0.3162428008826145,2.9364656183835613,0.1015625,0.6089742627018767,0.2599295213188678,0.6617289248379472,2.36649889784753,0.09375
5,3,9,sit-to-lie,1,0.21365943318681466,0.10565120696637116,0.2013464028228113,0.1210504047663091,0.5375459661938753,0.024365938231692436,0.23817079252331053,2.9701005599637007,0.0859375,0.3016467837692828,0.19134811728014922,0.356817651571835,2.816260278004275,0.1015625
5,3,10,lie-to-sit,1,0.1788018645958134,0.12902044931484766,0.12770623345296123,0.12051719061237347,0.5445567981780159,0.018257902519245563,0.2201961264201247,2.7294269904593524,0.0078125,0.28307403683136645,0.13732247574668505,0.31438996286241844,3.2951632136579683,0.125
5,3,10,lie-to-sit,2,0.13857679889610666,0.0659266800579278,0.1251024128831667,0.07000104874801281,0.37643191307032403,0.018257902519245563,0.15334895061572504,2.297065946866252,0.1796875,0.3971031054795528,0.316311825396843,0.5069145705834877,3.155973672332592,0.0625
5,3,10,lie-to-sit,3,0.13958871490833602,0.06851087288957328,0.12983119998275022,0.08027642582075618,0.37643191307032403,0.018257902519245563,0.1553772158085405,2.416856604058818,0.21875,0.4031016414838486,0.31229402740961953,0.5091724254745776,3.1437084372980606,0.09375
5,3,11,stand-to-lie,1,0.21966227915067435,0.10653907009831662,0.20659032097574515,0.11125400155737875,0.538139933510423,0.027896103619731865,0.243953712789838,2.8940483075599,0.1015625,0.5335414879658932,0.2797625308789301,0.60193199910910955,3.1938771320675334,0.0859375
5,3,11,stand-to-lie,2,0.19593136026450278,0.07576681497059726,0.20586783176853302,0.10936938796837598,0.38584106593265605,0.027896103619731865,0.20996394849664743,2.6042482760584402,0.1875,0.6049629013319401,0.26836128793352526,0.6613888825315405,3.1910424612551904,0.109375
5,3,11,stand-to-lie,3,0.19922245829681567,0.07371910475620935,0.20653096919529476,0.09734404361336768,0.38584106593265605,0.027896103619731865,0.21232436792461223,2.5804437735532657,0.234375,0.570682934001987,0.279179069387857,0.6348315132787274,3.144879058115575,0.1171875
5,3,12,lie-to-stand,1,0.17421904985089467,0.09696936352783614,0.14721407057928998,0.12864937004401664,0.4930123153347416,0.02925885755679997,0.19920309587833349,2.812182376772263,0.1484375,0.3050113558856086,0.10087972724046265,0.32113726187912883,2.9526569068800863,0.1796875
5,3,12,lie-to-stand,2,0.1321174239898636,0.05596561722233763,0.12306272461980783,0.07501116482231433,0.3247844732710032,0.02925885755679997,0.1433969808206899,2.189383197854904,0.265625,0.34860665973194066,0.14022755824390076,0.3755485962059988,2.4771922553881898,0.2578125
6,3,7,stand-to-sit,1,0.3034972171480018,0.12133193495320985,0.28569297898161605,0.12820720219273174,0.9099373238756332,0.09207268751097203,0.32667566180886937,2.103949677240251,0.1015625,0.5421162825777004,0.3435248041888501,0.6410751963242604,2.5045915092937117,0.09375
6,3,7,stand-to-sit,2,0.2333656271076676,0.12142591471370578,0.2223690113314742,0.1443479443971739,0.9099373238756332,0.06966616105728325,0.2628470642877639,1.9942619706019602,0.1171875,0.4860361415774145,0.3249690271560115,0.5839614383622979,2.345356424239213,0.1015625
6,3,8,sit-to-stand,1,0.3332201664432257,0.13488714575575225,0.33576651996774864,0.1465647510566693,0.7210603325643378,0.05121624422233322,0.35928829170250653,3.304561229730621,0.0859375,0.7439239059424205,0.5107780267155788,0.901265074508378,2.9859928488101257,0.0625
6,3,8,sit-to-stand,2,0.25859059171844995,0.15831081281761952,0.22239735803935945,0.2107848061295709,0.7210603325643378,0.022579220535621964,0.30287886729913405,3.3919689699462805,0.0546875,0.7392742523028937,0.5192463025758604,0.9022398584690815,3.033324933503601,0.078125
6,3,9,sit-to-lie,1,0.2894516835816118,0.11206956926481323,0.2752412898595883,0.13990894405387816,0.5953960457975956,0.05085810594355306,0.31023175804453884,3.047169606775196,0.1484375,0.484684108900416,0.26729134005632216,0.5529965501517888,2.2969098930012355,0.140625
6,3,9,sit-to-lie,2,0.233460165024571,0.09377340062641971,0.2276900086242363,0.13251297225319117,0.4623558859496638,0.05085810594355306,0.251452580986997,2.801171170557568,0.1640625,0.44912430449994084,0.2834242762707229,0.5304850501726445,2.298485746031221,0.09375
6,3,10,lie-to-sit,1,0.28333834781959116,0.16126687755819222,0.2579424095123129,0.23452887656876822,0.7231931777521011,0.031103262010895066,0.3257060721105958,3.4945711062731193,0.0859375,0.5623660491686981,0.23686607759982717,0.6098547265160018,3.123534766368995,0.140625
6,3,10,lie-to-sit,2,0.21667466242261887,0.1037434118980382,0.20896336575770647,0.1692464050191297,0.4254029881261081,0.031081648692219785,0.24005524632782438,2.9538039019247595,0.1328125,0.5392834873087001,0.2031494673949037,0.5759982345526222,2.9899598685328397,0.140625
6,3,11,stand-to-lie,1,0.3332461955620617,0.12211123724234028,0.3228265237902091,0.15648257843186075,0.7643492199587432,0.1131704148756882,0.35475017649717955,3.238272073787071,0.1484375,0.9131314243484919,0.34500209732395315,0.9756564719060755,3.623135212819715,0.109375
6,3,11,stand-to-lie,2,0.2919368043993165,0.11324471922491539,0.2851148545748291,0.15037063149344415,0.5682264916688571,0.05746651815040286,0.31297168215744714,3.1585374008161433,0.1875,0.7918356513148272,0.30174847146698663,0.8469619199715147,2.7049297688420655,0.15625
6,3,11,stand-to-lie,3,0.27942827790358915,0.1301399811169811,0.26740446041098387,0.18775229245416655,0.6071377733407457,0.05014151911643586,0.3080328901879896,3.2725973551996685,0.2109375,0.7317204731878711,0.32169348998098013,0.7988072749562227,2.735699691165712,0.1875
6,3,12,lie-to-stand,1,0.24599476305434506,0.10033614545467136,0.22313950703667274,0.12955023648808034,0.5970090644022353,0.06426797532371595,0.2655223426094829,2.8870625133287993,0.171875,0.6223465123081626,0.29580734899528016,0.6885735689254199,3.3649254337576644,0.1171875
6,3,12,lie-to-stand,2,0.21994198740566434,0.10995606702496963,0.19152085542782946,0.13668357830581637,0.5970090644022353,0.031275652879875604,0.2457038028689725,2.9873759344357946,0.1328125,0.6478550928388985,0.29201221690291856,0.7101557402408779,3.508389940824408,0.0703125
7,4,7,stand-to-sit,1,0.20534060348538657,0.1095290698422204,0.17597136511873102,0.1250123699716611,0.5539750259957377,0.02922119536456952,0.23252452990778108,2.963934889078537,0.1328125,0.6495581746065097,0.4505687293910321,0.789526420994055,2.8910884702908777,0.0625
7,4,7,stand-to-sit,2,0.16414400491583692,0.06967210470155824,0.1506555746178506,0.0971794960470338,0.3795911980827136,0.02922119536456952,0.17821204524070297,2.4834985703564243,0.1953125,0.5760984677654009,0.32200471181605134,0.6593682006564184,2.592295552784042,0.046875
7,4,7,stand-to-sit,3,0.1742409062671992,0.07942797003275329,0.157671566326972,0.10599695828467223,0.47229827201631297,0.02922119536456952,0.19136198243487412,2.5961917305382287,0.265625,0.6392422946837532,0.3500616130596361,0.7281596500935679,2.6790715686837894,0.125
7,4,8,sit-to-stand,1,0.3032055605647219,0.148041436038463,0.2744947806707676,0.18430773318337074,0.683621135937737,0.015238194706953227,0.33716265793744865,3.476660889065423,0.0625,0.608297033453518,0.41030043068696964,0.732841400127633,2.735009443002518,0.046875
7,4,9,sit-to-lie,1,0.22674383895213648,0.1210120174634594,0.20487538051093412,0.1426995578173085,0.5790483209894945,0.020081554386057087,0.25679227274040756,3.169726480018385,0.1796875,0.47071130954967116,0.2833620338306355,0.548849598660492,3.1183278060640096,0.0859375
7,4,9,sit-to-lie,2,0.18300223752340458,0.07234624698165214,0.184708721487698,0.09860235445888188,0.34651002446431234,0.020081554386057087,0.19667970898501824,2.5983074753452,0.234375,0.49941303070130166,0.27287098094167633,0.5685861762993419,3.2075221185455933,0.1328125
7,4,9,sit-to-lie,3,0.1719492691186089,0.06745787884887058,0.1686202306682013,0.09161288150380395,0.36979621061027973,0.020081554386057087,0.18461193156694503,2.493423003723826,0.2109375,0.5493050526744225,0.24242340491521835,0.6000383441863878,3.0636790318431006,0.1875
7,4,10,lie-to-sit,1,0.2387875414481136,0.13677228061339758,0.20931144281919756,0.15236729983795158,0.5923812715779748,0.027552157082295567,0.2749181713514233,3.1638109490053123,0.1171875,0.501935501668481,0.25414620399734855,0.5621609459730729,3.204735038310423,0.171875
7,4,10,lie-to-sit,2,0.1820806936599495,0.07601531845700939,0.17514529782324512,0.10587222899626747,0.44086250285792916,0.027552157082295567,0.19719676582365134,2.590596112282058,0.234375,0.6958903535631135,0.4182686480265327,0.8110766053110355,2.7736011196047428,0.0390625
7,4,10,lie-to-sit,3,0.16753463495500026,0.07302488073029594,0.16076503765184763,0.09140335497312269,0.44086250285792916,0.027552157082295567,0.18264398681111793,2.5295370817982974,0.234375,0.7346470351395981,0.3914742910617784,0.8317217711529683,2.708327852348659,0.0625
7,4,11,stand-to-lie,1,0.2451834929639154,0.12226535415813138,0.2095531273357591,0.1824875566778988,0.5432225277996966,0.05990845538535173,0.27376445061025634,3.047723803143867,0.1953125,1.0083623681992469,0.5169487450011476,1.132229168176619,3.1531734570266226,0.109375
7,4,11,stand-to-lie,2,0.18825573308559657,0.09353555915028854,0.17068665317021267,0.11953678760077764,0.47907430702807535,0.019343062682920208,0.21004944912437365,2.828073264583395,0.3046875,0.9401298474578574,0.5542277419522468,1.09023518883961,3.2098834669642713,0.09375
7,4,11,stand-to-lie,3,0.17470727120920124,0.08819351535897726,0.1607299401816723,0.09956312551788406,0.47907430702807535,0.019343062682920208,0.19555040370338522,2.7380147788232962,0.2109375,0.7298042471897462,0.47769481542822845,0.8712197330598259,2.891000124111773,0.078125
7,4,11,stand-to-lie,4,0.1608564861841163,0.07621631055641846,0.14913131948165814,0.1077480309796051,0.37679394767975766,0.019343062682920208,0.1778717316157871,2.5767242799739,0.21875,0.5294004379825938,0.20803888463768844,0.5685128625374896,3.042385319128579,0.1953125
7,4,11,stand-to-lie,5,0.16105202716459843,0.07613184713474676,0.15620444573380193,0.11225310409375232,0.37679394767975766,0.028351830200990153,0.17801272959452252,2.559443348258797,0.25,0.47797793411134726,0.17385330810144337,0.5083814961578093,2.800851553860379,0.1953125
7,4,11,stand-to-lie,6,0.16522876331152836,0.07677771910514017,0.16594338793391292,0.11189362591283634,0.3618713597514195,0.028351830200990153,0.18206951724448625,2.5899131492735634,0.2578125,0.4679764260506598,0.17524671943294137,0.49947313751557915,2.804277825194501,0.1640625
7,4,12,lie-to-stand,1,0.27062184976608766,0.12195959659886264,0.24167938402955128,0.16013356426271508,0.6324821307971478,0.0821068874414652,0.2966380362151932,3.0951906169933796,0.1328125,0.691366619293542,0.32816073125003203,0.764745672664088,2.593283814313152,0.0390625
7,4,12,lie-to-stand,2,0.2708845461188854,0.10796158275938018,0.24818871874839032,0.16388905974358806,0.604240852596517,0.0821068874414652,0.29144996224996883,3.0013322719531224,0.1484375,0.8366551497393175,0.4069705806598452,0.9296897048893711,2.8895624881132655,0.109375
8,4,7,stand-to-sit,1,0.3018554648084792,0.1545370346513864,0.3031368251902108,0.22876084639656563,0.7894472126325747,0.03218794488134133,0.33883896023152854,2.62127729593982,0.1171875,0.8329392364460898,0.47733366522597054,0.9590907889968142,3.106261003223198,0.09375
8,4,7,stand-to-sit,2,0.23917499663324093,0.16183540709592842,0.18926384486030368,0.21334777500405627,0.7894472126325747,0.02005916293751575,0.2884280901170291,2.510330725121596,0.09375,0.7699278526165414,0.500184021087915,0.9170705481352481,3.0244714252457046,0.0703125
8,4,8,sit-to-stand,1,0.36582583777876887,0.17233289683486067,0.31335015817718653,0.31223722636653684,0.7296840057314764,0.10153313634898038,0.4040979465327751,3.473755663906971,0.0390625,0.7451172011523991,0.5505357853265982,0.925160205845726,3.022457607751242,0.046875
8,4,9,sit-to-lie,1,0.2589678540429141,0.13868707536492605,0.22040484175631148,0.17477491877683513,0.644814372080901,0.021160396059229696,0.2935101154245732,3.2696444589015714,0.09375,0.8001461352451895,0.628669897328921,1.016057073043573,3.1440946049701224,0.0546875
